company,locationid,plant,iso3,lon,lat,plant.id
KY SOPHEAR,1061106,PHSAR SNAYPUL,KHM,,,34471
KYENGSANGBUK-DO PROVINCE,1047660,ULRYONG-DO WIND,KOR,,,46962
KYODO SEKIYU CO LTD,1021531,KYODO SEKIYU SVC STATION,JPN,,,23529
KYOTO STATION CENTER KK,1021539,NORTH ENTRANCE,JPN,,,31595
KYUSHU ELECTRIC POWER CO,1021601,FUKUE CITY,JPN,,,14268
KYUSHU ELECTRIC POWER CO,1021705,YANAGIMATA,JPN,,,50513
KYUSHU ELECTRIC POWER CO,1021620,KAWABEGAWA DAIICHI,JPN,,,21551
KYUSHU ELECTRIC POWER CO,1021684,SHIN TOKUNOSHIMA,JPN,,,41226
KYUSHU OIL CO LTD,1021712,TATESHINA SANATORIUM,JPN,,,44711
KYUSHU OIL CO LTD,1021711,OITA REFINERY,JPN,,,32314
KYUSHU PREFECTURE,1021713,MANNOSE,JPN,,,27027
KYUSHU SHINKO GOMU KK,1021714,KYUSHU SHINKO,JPN,,,23565
KYUSYU KEORI CO LTD,1021716,ARIAKE KEORI,JPN,,,2006
L GEBHARDT,1021719,CHAM GEBHARDT,DEU,,,7828
L STAVROPOULOS & SIA EE,1078497,KROPIA,GRC,,,63678
L'AIGLON LTD,1073257,LCCI BENIN,BEN,,,59136
LA BEAUCE EOLIENNE,1069002,BOIS CLERGEONS,FRA,,,5132
LA BEAUCE EOLIENNE,1068997,VOIE BLERIOT EST,FRA,,,48479
LA LIQUEFACTION DE L'AIR,1059665,SUQUET D'UTELLE,FRA,,,43827
LA PLANA HYDRO,1034431,LA PLANA HYDRO,ESP,,,23840
LA PLATERA TILES,1042905,LA PLATERA FACTORY,ESP,,,23846
LA PLUVIOTECNICA SRL,1034652,PLUVIOTECNICA,ITA,,,34989
LA PORE HEALTH LAND,1021734,LA PORE HEALTH LAND,JPN,,,23850
LA REBECA DE LA MARINA SA,1069297,REBECA UNO,CRI,,,36864
LACCOLITH BUILDING,1054542,LACCOLITH,LUX,,,23990
LACTOSE COMPANY OF NEW ZEALAND,1021743,MANAIA ROAD,NZL,,,26881
LAFLORE SHUZENJI,1021745,LAFLORE SHUZENJI,JPN,,,24039
LAKE CHAD IRRIGATION,1021769,LAKE CHAD IRR,NGA,,,24153
LAKSHIMI CARD CLOTHING MFG CO,1021772,MUPPANDAL LAKSHIMI,IND,,,29903
LAKSHMI NARAYAN GAURI SHANKAR,1021774,POOLAVADI LAKSHMI,IND,,,35275
LANDFILL GAS AND POWER PTY LTD,1067433,KALAMUNDA LANDFILL,AUS,,,20888
LANDQART,1064054,STUFE,CHE,,,43482
LANDSVIRKJUN,1021799,STRAUMSVIK,ISL,,,43423
LANFOIST SEWAGE TREAT WORKS,1021801,LLANFOIST STW,GBR,,,25521
LANGEO,1056686,NEUSTADT-GLEWE,DEU,,,30931
LANGGUETLI HYDRO,1074993,LANGGUETLI REBUILD,CHE,,,60852
LANKA TRANSFORMERS GROUP,1056907,SAPUGASKANDA LPL,LKA,,,39797
LANTBRUK,1056333,LUTTRAVERKET,SWE,,,26282
LANZHOU HEQIAOGUIDIAN RESRC CO,1072452,LANZHOU LIANCHENG-2,CHN,,,58179
LATROBE UNIVERSITY,1041136,LATROBE UNIVERSITY,AUS,,,24608
LAUST LUNDSGARD,1042556,STENIS ENGE LL,DNK,,,43211
LAXMI MILLS CO LTD (LMC),1013551,LAXMI WIND,IND,,,24709
LAYYAH SUGAR MILLS,1051751,LAYYAH MILL,PAK,,,24715
LECHWERKE AG (LEW),1021848,FLUMUHLE,DEU,,,13627
LEDRA-SAN MARIA HYDRO,1034445,LEDRA-SAN MARIA,ITA,,,24820
LEEK DYEING,1045691,LEEK DYEING,GBR,,,24836
LEEUWEN,1021858,KOP AFSLUITDIJK ZURICH,NLD,,,22798
LEEUWEN,1021857,BUORREN WARNS,NLD,,,6244
LEGNOCHIMICA,1021861,MADDALONI-RENDE,ITA,,,26473
LEINERSTIFT,1021865,GROSSEFEHN MITTE,DEU,,,16030
LEMONTHYME LODGE,1043792,LEMONTHYME LODGE,AUS,,,24933
LENZING AG,1076734,LENZING HYDRO,AUT,,,62580
LENZING AG,1076733,KOCH LENZING,AUT,,,62579
LEOVIND AB,1072377,BATSKAR,FIN,,,58110
MARUI GRAND STATION,1022373,MARUI GRAND STATION,JPN,,,27405
MARUSAN PAPER CO LTD,1022376,HARAMACHI MARUSAN,JPN,,,16864
MARUSUMI PAPER CO LTD,1022384,OHE MILL,JPN,,,32274
MARUTO SHOPPING CENTER,1022379,MARUTO SHOPPING CENTER,JPN,,,27412
MORINAGA MILK INDUSTRY CO LTD,1023078,TAMA PLANT,JPN,,,44395
NEWMONT MINING CORP,1061933,JUNDEE MINE,AUS,,,20640
NEXEN PETROLEUM YEMEN,1011562,MASILA BLOCK,YEM,,,27451
NEXEN PETROLEUM YEMEN,1061811,BASHAIR AL KHAIR,YEM,,,3475
NISSEI SANGYO,1024144,NISSEI SANGYO,JPN,,,31349
NISSEI SEKIYU,1024145,NISHI-NASUNO TRUCK STA,JPN,,,31317
NK ROSNEFT,1072958,PRIOBSKOYE FIELD,RUS,,,58887
OFICINA DE ELEC RURAL,1056835,YAPE,PAN,,,50577
PEARL SECURITIES LTD,1025339,POOLAVADI PEARL,IND,,,35278
PETROSUR SAIC,1025477,PETROSUR,ARG,,,34373
POHJOIS-KARJALAN SAHKO OY,1025597,PKS PIENET,FIN,,,34840
POSAGA DE SUS HYDRO,1034669,POSAGA DE SUS,ROU,,,35514
POSCO,1025596,POHANG WORKS,KOR,,,35057
PT FAJAR SURYA WISESA (FSW),1063103,BEKASI FSW,IDN,,,3858
PT GARDAMAS,1025928,GARDAMAS PLANT,IDN,,,14631
PT GROWTH SUMATRA LTD,1025931,MEDAN-BELAWAN GS,IDN,,,27826
PT HASIRAT,1025935,HASIRAT PLANT,IDN,,,17054
PT IDEC ABADI WOOD INDUSTRIES,1025938,IDEC ABADI FACTORY,IDN,,,19068
PT INDO MATRA POWER,1064215,KABIL INDUSTRIAL PARK,IDN,,,20704
PT PLN PERSERO,1046059,BINTAN PLN,IDN,,,4667
PT PLN PERSERO,1026166,TES,IDN,,,45110
ROMENERGO SA,1027265,SUVARITA,ROU,,,43901
ROMENERGO SA,1027077,GAINESTI,ROU,,,14453
ROMPETROL,1027315,VOINEASA-II,ROU,,,48491
ROSE QUIRIN,1027563,ST VITH QUIRIN,BEL,,,42932
ROSNEFT,1070434,HASIREYSK FIELD,RUS,,,57052
SAMRUK-ENERGO JSC,1031979,ALMATY-3,KAZ,,,1044
SBIC EAST JAPAN BUILDING,1058675,SBIC EAST JAPAN BUILDING,JPN,,,40031
SHIBAURA SEA VANCE,1028640,SHIBAURA SEA VANCE,JPN,,,41048
SPACE DEVELOPMENT AUTHORITY,1029630,SDA PLANT,KIR,,,40301
TRIPURA STATE ELECTRICITY CORP,1032015,GUMTI,IND,,,16294
WESTERN POWER,1030182,CAMBALLIN,AUS,,,6779
ETHIOPIAN ELECTRIC POWER CORP,1040154,TENTA,ETH,,,45001
ETRSU MADEIRA,1064264,ETRSU MADEIRA,PRT,,,12851
ETS DAVID ET SAVARY,1059694,LA FREYTE,FRA,,,23710
EUNICE ENERGY LTD,1078108,SKYRITIDA,GRC,,,63444
EUROOPT,1079334,MINSK EUROOPT,BLR,,,64176
EVM2 ENERGIAS RENOVABLES SL,1074218,TENERIFE EVM2,ESP,,,59981
EVN GRUPPE,1067337,DORFMUHLE,AUT,,,11159
EVN GRUPPE,1014463,SAPUNCICA,MKD,,,39799
EVN GRUPPE,1047310,FOHRENWALD,AUT,,,13644
EVS OFFENBACH AG,1016792,HKW OFFENBACH,DEU,,,17951
EW DES BEZIRKS SCHWYZ AG (EBS),1016818,BISISTHAL,CHE,,,40384
EW DES BEZIRKS SCHWYZ AG (EBS),1071181,SAHLI-RUOSALP,CHE,,,56498
EW DES BEZIRKS SCHWYZ AG (EBS),1071179,IBACH REBUILD,CHE,,,51881
EW FURSTAUER,1080190,GRADENBACH,AUT,,,64704
EW HOFE AG,1071186,SIHL-HOFE,CHE,,,55175
EW KRAUCHBACH,1074984,KRAUCHBACH RB,CHE,,,60844
EW LUZERN-ENGELBERG AG,1075095,ARNI,CHE,,,60944
EW LUZERN-ENGELBERG AG,1021328,ENGELBERG,CHE,,,46390
EW RHEINAU AG (ERAG),1016839,RHEINAU (CH),CHE,,,37175
EW-DANDLER,1080185,ROTACHE,AUT,,,64700
EW-SAMNAUN,1075006,SPISSERMUHLE,CHE,,,60864
EWA ENERGIE GEMEINDE ST ANTON,1072061,MOOSERKREUZ,AUT,,,57825
EWBN-GRUPPE,1050269,KELCHBACH,CHE,,,21724
EWD-ELEKTRIZITATSWERK DAVOS AG,1064033,GLARIS REBUILD,CHE,,,15222
EWE AG,1032266,OXTERWEG LANDFILL,DEU,,,33213
WOODY RESORT TENGYOEN,1033490,WOODY RESORT TENGYOEN,JPN,,,50099
EWO - ELEKTRIZITAT OBWALDEN,1069742,ARA-ALPNACH,CHE,,,56535
EWO - ELEKTRIZITAT OBWALDEN,1069740,ARA-ENGLEBERG,CHE,,,55371
EWR ENERGIE AG,1063552,SCHATTENHALB-2,CHE,,,40075
EWR ENERGIE AG,1063551,SCHATTENHALB-1,CHE,,,40074
EWV ENERGIE- UND WASSER-VERSOR,1021931,HALLENBAD ESCHWEILER,DEU,,,16616
EWZ,1016811,TIEFENCASTEL WEST,CHE,,,45407
EWZ,1016808,PLANCANIN EWZ,CHE,,,34865
EWZ,1064040,SOLIS,CHE,,,42276
EnergiMidt A/S,1050728,SOLAR POWER 300,DNK,,,42245
F Z FALESTI SA,1065621,FALESTI PLANT,MDA,,,13076
FA BAUMEISTER,1016882,BRECKERFELD BAUMEISTER,DEU,,,5674
FA ING RUDOLF ROTTNER GMBH,1058903,FISCHAMEND LANDFILL,AUT,,,13480
FEDERAL ELEC & WATER AUTH,1022686,DIBBA MEW,ARE,,,10770
FEDERAL ELEC & WATER AUTH,1022685,AL-NAKHEEL,ARE,,,738
FEICHENG MINING GROUP,1070140,CHAZHUANG MINE,CHN,,,56741
FEN DRAYTON NURSERIES,1045659,FEN DRAYTON NURSERIES,GBR,,,13269
FORTE HOTEL GROUP,1017125,FORTE POSTHOUSE GATWICK,GBR,,,13843
FRI-EL SPA,1060257,BURIDA,ITA,,,6309
FRI-EL SPA,1060256,LONGONE,ITA,,,25748
FRI-EL SPA,1060254,SCOPOLI,ITA,,,40267
FRIGORIFICO DE YACOBB,1042874,YACOBB PLANT,ARG,,,50410
FRIULI-VENEZIA IDROELETTRICA,1034203,FRIULI-VENEZIA GIULIA,ITA,,,14162
FUJI CHEMICAL INDUSTRIES LTD,1017255,TAKAOKA PLANT FUJI,JPN,,,44281
FUJI DIESEL,1017256,TOKYO FUJI,JPN,,,45705
FUJI HIROSHIMA SHOP,1017259,FUJI HIROSHIMA SHOP,JPN,,,14230
FUJI LAKE HOTEL,1017261,FUJI LAKE HOTEL,JPN,,,14231
FUJI PHOTO FILM CO,1017265,FUJIMIYA PLANT,JPN,,,14249
FUJI SPINNING COMPANY LTD,1017269,MIBUGAWA MILL,JPN,,,28280
FUJIAN ELECTRIC POWER CORP,1055523,JINXIANXI,CHN,,,20404
FUJIAN ENERGY GROUP CO LTD,1082619,ANXI GANGUE,CHN,,,66248
GARTNERIER KURT PEDERSEN,1017426,VEJLE PEDERSEN,DNK,,,47886
GARTNERIET NORDFYN,1017441,NORDFYN,DNK,,,31495
GAS NATURAL FENOSA SDG SA,1061515,COTO DE CODESAS,ESP,,,9518
GAWALUX,1054539,CLOCHE D'OR GAWALUX,LUX,,,8886
GAZ ELECTRICITE GRENOBLE (GEG),1025210,BAS-LAVAL,FRA,,,3457
GAZPROM,1070436,UKHTINSKAYA CS,RUS,,,56734
GAZPROM/FORTUM,1026706,PALEIOZERS-02,RUS,,,33405
GAZPROM/FORTUM,1021059,KUMSKAYA,RUS,,,23293
GAZPROM/FORTUM,1060654,ZAPOLYARIE,RUS,,,50873
GAZPROM/FORTUM,1021878,PRAVOBEREZHNAYA,RUS,,,42904
GAZPROM/FORTUM,1041606,DUBROVSKAYA,RUS,,,11395
GAZPROM/FORTUM,1021074,TULOMA UPPER,RUS,,,46564
GAZPROM/FORTUM,1026610,KHEVOSKOSKI-07,RUS,,,21992
GAZPROM/FORTUM,1021069,SEREBRYAN-1,RUS,,,40606
GAZPROM/FORTUM,1021070,SEREBRYAN-2,RUS,,,40607
GDF SUEZ SA,1013454,HOUAY HO,LAO,,,18529
GDF SUEZ SA,1012963,MACHICURA,CHL,,,26434
POWER AND WATER CORP,1062339,MILIKAPITI (SNAKE BAY),AUS,,,28463
GEMEINDE STA MARIA MUNSTERTAL,1074975,UMBRAI TWS,CHE,,,60836
GEMEINDE UPLENGEN,1017549,UPLENGEN,DEU,,,47191
GIBRALTAR ELECTRICITY AUTH,1017648,WATERPORT GED,GIB,,,49029
GRUPO VILLAR MIR,1018416,ARIAS,ESP,,,2008
GRUPO VILLAR MIR,1056193,EL CIEGO,ESP,,,12043
GRUPO VILLAR MIR,1056192,ARIESTOLAS FERROATLANTICA,ESP,,,2014
GUANGDONG MEIYAN HYDROPOWER CO,1078325,TAI PO,CHN,,,63552
HANFORD PLC,1044971,BOURNE PIG FARM,GBR,,,5440
HITACHI ZOSEN IBARAKI POWER,1018513,IBARAKI HITACHI,JPN,,,19010
HOFERSAGE HYDRO,1060881,HOFERSAGE,CHE,,,18018
HOKKAIDO ELECTRIC POWER CO INC,1018570,KAMIIWAMATSU,JPN,,,21022
HOKURIKU ELECTRIC POWER CO,1018667,MINOWA HOKURIKU,JPN,,,28612
HOKURIKU ELECTRIC POWER CO,1018651,KATAGAI DAIICHI,JPN,,,21454
HOKURIKU ELECTRIC POWER CO,1023977,SHINYAKUSHI,JPN,,,41287
HOKURIKU ELECTRIC POWER CO,1018671,NAKURO DAINI,JPN,,,30276
HOKURIKU ELECTRIC POWER CO,1018692,TEDORIGAWA DAISAN,JPN,,,44837
HOKURIKU ELECTRIC POWER CO,1018668,MITSUMATA DAIICHI,JPN,,,28752
HOPITAL DE CAEN,1018758,HOPITAL DE CAEN,FRA,,,18329
HYDRO JUBARKAI,1060222,JUBARKAI,LTU,,,20596
HYDRO TASMANIA,1019013,FISHER,AUS,,,13488
HYDRO TASMANIA,1019027,REPULSE,AUS,,,37091
HYDRO TASMANIA,1019009,CATAGUNYA,AUS,,,7426
HYDRO TASMANIA,1019033,TUNGATINAH,AUS,,,46594
HYDRO TASMANIA,1019032,TRIBUTE,AUS,,,46281
HYDRO TASMANIA,1019011,CLUNY,AUS,,,8911
HYDROMEGA SERVICES INC,51203,STE-MARGUERITE I,CAN,,,43126
HYLKEMA,1019049,JORWERD HYLKEMA,NLD,,,20541
HYUNDAI HEAVY INDUSTRIES CO,1021423,DAESAN REFINERY,KOR,,,9995
HYUNDAI HEAVY INDUSTRIES CO,1019059,ULSAN HYUNDAI IC,KOR,,,18992
IB V SORENSEN,1042310,DRONNINGLUND SORENSEN,DNK,,,11333
IBARAGI DEPT OF PUBLIC WORKS,1023338,NAMEKAWA TREATMENT,JPN,,,30344
IBERDROLA SA,1021737,SEDA PALENCIA,ESP,,,33411
IBERDROLA SA,1070319,FUENSANTA REBUILD,ESP,,,51888
IBERDROLA SA,1051913,MEDA GALACIA,ESP,,,27818
IBERDROLA SA,1074285,MAJAL ALTO,ESP,,,60041
IBERDROLA/PREVI,1051503,GUARANIANA RN,BRA,,,16177
ICF AIRPORT,1080364,ANTALYA AIRPORT,TUR,,,64817
IDE PAPER MILLS LTD,1019318,YOSHIWARA MILL,JPN,,,51182
INFRATIL LTD,1034144,DUFFERS REBUILD,NZL,,,11416
INST DIVERS AHORRO ENER (IDAE),1047316,CORUNA TRADEMA BETANZOS,ESP,,,9463
INTER RAO UES,1027823,KHRAM-I,GEO,,,22024
IPESA SA,1042901,IPESA PLANT,ARG,,,19517
ISERN WINDPARK,1068477,SPRADAU,DEU,,,42717
J-POWER,1014522,SENDAIGAWA-2,JPN,,,40534
J-POWER,1014491,KUROMATAGAWA DAINI,JPN,,,23389
JIRO SY RANO MALAGASY,1066359,ANDILAMENA,MDG,,,1504
JIRO SY RANON'NY FISAKANA,1076397,SAHAMADIO,MDG,,,62282
JUWI HOLDING AG,1079059,GASSER SCHINDELN,ITA,,,64015
K COMPANY,1020284,TOCHIGI (K CO),JPN,,,45622
K PRESTING,1020287,FREDENBECK,DEU,,,14027
KAGAMI CRYSTAL,1020299,KAGAMI CRYSTAL,JPN,,,20757
KAGETSUEN CYCLE RACE TRACK,1020300,KAGETSUEN CYCLE TRACK,JPN,,,20765
KAGOSHIMA CITY,1041521,KAGOSHIMA CITY PLANT,JPN,,,20772
KAMIKUCHI WELFARE PROD ASSN,1020337,KAMIKUCHI PRODUCTION CENT,JPN,,,21024
KENERTEC CO LTD,1079421,SEOUL SADANG-DONG,KOR,,,64220
KNUT HEIEREN,1068309,HEIERENFOSSEN,NOR,,,17331
KOBEYA,1021005,KOBEYA,JPN,,,22557
KOCHI PREFECTURE,1021013,KIRIMI,JPN,,,22279
KOCHI PREFECTURE,1021015,SUITA,JPN,,,43599
KOCHI TOWN,1045317,OTOYO,JPN,,,33058
KODAMA CHEMICAL IND CO LTD,1021019,SAITAMA WORKS,JPN,,,38747
KOELEMAN MARKET GARDEN,1021021,KOELEMAN MARKET GARDEN,NLD,,,22595
KRISTINE CHP,1034412,KRISTINE,DNK,,,23111
KRONBURGBACH HYDRO,1082510,KRONBURGBACH,AUT,,,66178
KRONO HOLDING AG,1073954,WERK SANDEBECK,DEU,,,59757
KRUGER INC,22618,GOUIN DAM,CAN,,,15601
KS OILS LTD,1078544,PALLAM,IND,,,63713
KSL GROUP,1046781,KRUNG THAI MILL,THA,,,23166
KTNETWORKS CORP,1072712,KT MOKDONG BUILDING,KOR,,,58415
KUBAARD,1021402,JOARUMERLEANE,NLD,,,20438
KUMAMOTO KUMIAI SHIRYO CO LTD,1021427,KUMAMOTO PLANT SHIRYO,JPN,,,23274
KUMAMOTO PREFECTURE,1021429,HIKAWA,JPN,,,17734
KUMAMOTO PREFECTURE,1021434,NIIYODOGAWA DAISAN,JPN,,,31222
KUMKANG GENERAL HOSPITAL,1079943,KUMKANG GENERAL HOSPITAL,KOR,,,64564
KUMOI HOTEL,1021436,KUMOI HOTEL,JPN,,,23291
KUOKKANEN FALLS HYDRO,1034424,KUOKKANEN FALLS,FIN,,,23329
KURABO INDUSTRIES LTD,1021440,KURABO INDUSTRIES,JPN,,,23338
KURARAY COMPANY LTD,1021446,TAMASHIMA PLANT (KC),JPN,,,44414
KURARAY COMPANY LTD,1021443,NAKAJO PLANT,JPN,,,30247
KURARAY COMPANY LTD,1021444,OKAYAMA KURARAY,JPN,,,32345
KURASHIKI RAYON COMPANY LTD,1021448,OKAYAMA KURASHIKI,JPN,,,32346
KURIBAYASHI SEKIYU TRUCK STA,1021454,KURIBAYASHI TRUCK STA,JPN,,,23361
KURICHU PROJECT AUTHORITY,1011076,KURICHU,BTN,,,23362
KURISAWA MORITAN,1021455,KURISAWA MORITAN,JPN,,,23364
KURT LARSEN,1042399,HTRTSHALS LARSEN,DNK,,,18604
KUSHIRO GAS CO LTD,1021468,KUSHIRO GAS BUILDING,JPN,,,23414
KUSURIYU HEALTH LAND,1021469,KUSURIYU HEALTH LAND,JPN,,,23421
KVILEFELLA KRAFT A/S,1072817,KVILEFELLA,NOR,,,58771
KYMENLAASKSON SAHKO OY,1021523,KLS PIENET,FIN,,,22493
KYOTO SWITPIA,1021540,KYOTO SWITPIA,JPN,,,23547
KYOWA HAKKO KOGYO CO LTD,1021544,UBE KYOWA,JPN,,,46802
KYOWA HAKKO KOGYO CO LTD,1021543,HOFU PLANT,JPN,,,18025
KYUSHU ELECTRIC POWER CO,1021613,KAKIBARU,JPN,,,20856
KYUSHU ELECTRIC POWER CO,1021647,MOROZUKA,JPN,,,29407
KYUSHU ELECTRIC POWER CO,1021677,SHIN KAWABARU,JPN,,,41157
KYUSHU ELECTRIC POWER CO,1043415,TATSUSATO,JPN,,,44720
KYUSHU ELECTRIC POWER CO,1021665,SAIGO (KYUSHU),JPN,,,38624
KYUSHU ELECTRIC POWER CO,1021609,ITSUKIGAWA DAINI,JPN,,,19768
KYUSHU ELECTRIC POWER CO,1021654,OHYODO DAINI,JPN,,,32292
KYUSHU ELECTRIC POWER CO,1021703,OGIRI,JPN,,,32252
KYUSHU ELECTRIC POWER CO,1021687,SHINSUMIYOUGAWA,JPN,,,41284
KYUSHU ELECTRIC POWER CO,1043418,SHIN YUNOYAMA,JPN,,,41240
KYUSHU ELECTRIC POWER CO,1021597,AYUNOSE,JPN,,,2699
KYUSHU ELECTRIC POWER CO,1021605,HITOTSUSE,JPN,,,17910
KYUSHU ELECTRIC POWER CO,1021706,YOAKE,JPN,,,50719
KYUSHU ELECTRIC POWER CO,1021683,SHIN TANEGASHIMA,JPN,,,41225
KYUSHU ELECTRIC POWER CO,1021641,MEGURIBUCHI,JPN,,,27898
KYUSHU ELECTRIC POWER CO,1021618,KARITA KYUSHU-2,JPN,,,21310
KYUSHU ELECTRIC POWER CO,1072981,MIYAZAKI LITTER,JPN,,,58905
KYUSHU ELECTRIC POWER CO,1021604,HIROLOGAWA,JPN,,,17867
KYUSHU ELECTRIC POWER CO,1021659,OUCHIBARU,JPN,,,33100
KYUSHU ELECTRIC POWER CO,1021608,ISHII KYUSHU,JPN,,,19631
KYUSHU ELECTRIC POWER CO,1021695,TATSUGO TOWN,JPN,,,44719
KYUSHU ELECTRIC POWER CO,1021660,OYAMA (KYUSHU),JPN,,,33220
KYUSHU ELECTRIC POWER CO,1021614,KAMIKOSHIKIJIMA,JPN,,,21023
KYUSHU ELECTRIC POWER CO,1043355,TAKIGAMI,JPN,,,44319
KYUSHU ELECTRIC POWER CO,1021649,NASE,JPN,,,30594
KYUSHU ELECTRIC POWER CO,1021682,SHIN OITA,JPN,,,41197
KYUSYU POLICE DEPT,1010542,AUTO POLICE KYUSYU,JPN,,,2599
LA BEAUCE EOLIENNE,1068998,VOIE BLERIOT OUEST,FRA,,,48480
LA COTONNIERE KASAIET MANIEMA,1041501,KATANDA PLANT,COD,,,21385
LA ESTANCA,1042904,LA ESTANCA PLANT,ESP,,,23699
LA INDUSTRIAL PARAGUAYA SA,1021728,TATI-YUPI,PRY,,,44714
LA INTERNACIONAL SA,1031261,LA INTERNACIONAL,ECU,,,23747
LAKSHADWEEP ELECTRICITY DEPT,1062001,BANGARAM ISLAND,IND,,,3164
LANSINGH POOL,1021818,LANSINGH POOL,NLD,,,24456
LAZHUANG HYDROPOWER,1071518,LAZHUANG,CHN,,,52099
LEAD ICB,1021844,LEAD ICB,JPN,,,24785
LES DIABLERETS HYDRO,1074928,DIABLERETS,CHE,,,60796
LES FORGES HYDRO,1060846,LES FORGES,CHE,,,25012
LESAFFRE A MARCQ (BAROEUL),1021895,HAUTE-LOGE,FRA,,,17156
LESOTHO ELECTRICITY CORP,1021901,SEMONKONG,LSO,,,40513
LESOTHO ELECTRICITY CORP,1021902,TLOKOENG,LSO,,,45593
LESOTHO ELECTRICITY CORP,1021903,TSOELIKE,LSO,,,46433
LESOTHO HIGHLANDS DEV AUTH,1021904,'MUELA,LSO,,,2
LETHEM POWER CO INC (LMPC),1071369,RUPUNNUI,GUY,,,56486
LEURS PROEFSTAND,1021910,LEURS PROEFSTAND,NLD,,,25071
LEYKAM MURZTALER AG,1021915,GRATKORN LEYKAM MILL,AUT,,,15768
LG SILTRON,1022065,GUMI WAFER PLANT,KOR,,,16290
LI ENERGIA OY,1045535,LI,FIN,,,25122
LIAONING ENERGY INVEST (GROUP),1051409,SIJIAZI,CHN,,,25137
LIFE COA-NAGAYAMA,1021954,LIFE COA-NAGAYAMA,JPN,,,25219
LIGHT/RR PARTICIPACOES,1070527,COLINO-I,BRA,,,53537
LISTER- UND LENNEKRAFTWERKE,1022001,MOHNE HKW,DEU,,,28943
LISTER- UND LENNEKRAFTWERKE,1021996,MOHNE NBK,DEU,,,28944
LYSE ENERGI AS,1022094,TJODAN,NOR,,,45583
LYSE ENERGI AS,1041689,FLORLI REBUILD,NOR,,,13615
M FUCHS,1054498,MAULUSMUHLE,LUX,,,27625
M GATIMEL,1022103,MOULIN-DE-HAUTERIVE,FRA,,,29541
M MEEUWISSEN MARKET GARDEN,1022112,M MEEUWISSEN MKT GARDEN,NLD,,,26357
MARUBENI POWER,1022561,MIBUGAWA DAINI,JPN,,,28279
MARUBENI SHIRYO,1022371,KAGOSHIMA (MARUBENI),JPN,,,20771
MARUBENI/TAQA,1020006,ROCKFORT,JAM,,,37752
MARUBENI/TAQA,1019996,HUNTS BAY,JAM,,,18873
MARUBISHI FOOD CO LTD,1022372,YAMANASHI MARUBISHI,JPN,,,50483
TALA HYDROELECTRIC POWER AUTH,1011075,TALA (CHUKHA-3),BTN,,,44340
MEMURO SKI TRAIL LODGE,1022502,MEMURO SKI TRAIL LODGE,JPN,,,28015
MIGHTY RIVER POWER CO LTD,1071711,NGA AWA PURUA,NZL,,,58759
MIGROS-GENOSSENSCHAFTS-BUND,1047169,MIGROS ANKARA,TUR,,,28392
MILFORD SOUND HOTEL,1022621,MILFORD SOUND,NZL,,,28462
MINAKAMI TSUKIYONO-NIIHARU SFA,1052848,OKUTONE WTE,JPN,,,32400
MINISTRY OF ATOLLS ADMIN,1071254,DHAANDHOO,MDV,,,53831
MINISTRY OF ATOLLS ADMIN,1071136,DHIFFUSHI,MDV,,,57133
MINISTRY OF ATOLLS ADMIN,1071135,GAAFARU,MDV,,,53015
MINISTRY OF ATOLLS ADMIN,1071109,ANGOLHETHEEMU,MDV,,,53559
MINISTRY OF ATOLLS ADMIN,1071108,RASHGETHEEMU,MDV,,,52695
MINISTRY OF ATOLLS ADMIN,1071253,NILANDHOO GAAFU,MDV,,,52377
MINISTRY OF ATOLLS ADMIN,1071058,IHAVANDHOO,MDV,,,54091
MINISTRY OF ATOLLS ADMIN,1055867,KOLAMAAFUSHI,MDV,,,31608
MINISTRY OF ATOLLS ADMIN,1071077,NEYKURENDHOO,MDV,,,52172
MINISTRY OF ATOLLS ADMIN,1071197,MULI,MDV,,,56561
MINISTRY OF DEFENSE (OM),1048369,SAID IBN SULTAN BASE,OMN,,,38617
MINISTRY OF ECONOMIC AFFAIRS,1030853,TSUKENG,TWN,,,46449
MINISTRY OF ECONOMIC AFFAIRS,1034427,KWANG FU,TWN,,,23491
MINISTRY OF ECONOMIC AFFAIRS,1030823,PEISHAN,TWN,,,34056
MINISTRY OF ELECTRICAL INDUST,1013806,HOCHON-GANG,PRK,,,17994
MINISTRY OF THE INTERIOR,1022788,JUDDAYIDAT,SAU,,,20606
MINISTRY OF THE INTERIOR,1022786,ISSAWIAH,SAU,,,19701
MINISTRY OF WATER & POWER,1017746,SHER QILLA HYDRO,PAK,,,41020
MINISTRY WATER & IRRIGATION,1046944,AZRAQ WATER PROJECT,JOR,,,2715
MINISTRY WATER & IRRIGATION,1046476,WAJ PLANT,JOR,,,48738
MINOTERIE BEAUFFENY,1022807,ST-LAURENT-LES-EGLISES,FRA,,,42966
MINOTERIE BRUSCAUD,1022808,BENIVET PAR SARLAT,FRA,,,4036
MINOTERIE CORRE,1022811,PENZE-TAULE,FRA,,,34181
MINOTERIE DU FOULON,1022815,EPINAC LES MINES FOULON,FRA,,,12572
MINOTERIE L'HERAUDIE BRILLAC,1022818,L'HERAUDIE-PAR-BRILLAC,FRA,,,23586
MINOTIER MELLE,1022832,MELLE,FRA,,,27983
MINOTIER ST-LEONARD-DE-NOBLAT,1022837,ST-LEONARD-DE-NOBLAT,FRA,,,42968
