FacilityReportID,PollutantReleaseAndTransferReportID,FacilityID,NationalID,ParentCompanyName,FacilityName,StreetName,BuildingNumber,City,PostalCode,CountryCode,CountryName,Lat,Long,RBDGeoCode,RBDGeoName,NUTSRegionGeoCode,NUTSRegionGeoName,RBDSourceCode,RBDSourceName,NUTSRegionSourceCode,NUTSRegionSourceName,NACEMainEconomicActivityCode,NACEMainEconomicActivityName,MainEconomicActivityNameSource,CompetentAuthorityName,CompetentAuthorityAddressStreetName,CompetentAuthorityAddressBuildingNumber,CompetentAuthorityAddressCity,CompetentAuthorityAddressPostalCode,CompetentAuthorityAddressCountryCode,CompetentAuthorityAddressCountryName,CompetentAuthorityTelephoneCommunication,CompetentAuthorityFaxCommunication,CompetentAuthorityEmailCommunication,CompetentAuthorityContactPersonName,ProductionVolumeProductName,ProductionVolumeQuantity,ProductionVolumeUnitCode,ProductionVolumeUnitName,TotalIPPCInstallationQuantity,OperatingHours,TotalEmployeeQuantity,WebsiteCommunication,PublicInformation,ConfidentialIndicator,ConfidentialityReasonCode,ConfidentialityReasonName,ProtectVoluntaryData,RemarkText,MainIASectorCode,MainIASectorName,MainIAActivityCode,MainIAActivityName,MainIASubActivityCode,MainIASubActivityName
17386,8,1861,06-05-21/0988652/0/000,RWE Energie AG,RWE Power AG,Alsumer Str. 0,,Duisburg,47139,DE,Germany,51.492255,6.727402,DE2000,Rhine,DEA1,DŸsseldorf,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17392,8,1867,06-05-21/0990860/0/000,Solvay Infra GmbH,Solvay Infra GmbH,Xantener Str. 237,,Rheinberg,47495,DE,Germany,51.564792,6.578706,DE2000,Rhine,DEA1,DŸsseldorf,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17396,8,1871,06-05-23/0018507/0/000,Cerestar Deutschland GmbH,Cerestar Deutschland GmbH,Cerestarstra§e 2,,Krefeld,47809,DE,Germany,51.340045,6.66549,DE2000,Rhine,DEA1,DŸsseldorf,UNKNOWN,N/A,,,NACE_1.1:15.62,Manufacture of starches and starch products,Manufacture of starches and starch products,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17406,8,1883,06-05-23/0081105/0/000,RWE Power AG Kraftwerk Frimmersdorf,RWE Power AG Kraftwerk Frimmersdorf,Energiestrasse 0,,Grevenbroich,41513,DE,Germany,51.054697,6.575827,DE2000,Rhine,DEA1,DŸsseldorf,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17415,8,1894,06-05-23/0248923/0/000,RWE Power AG Kraftwerk Neurath,RWE Power AG Kraftwerk Neurath,Landstra§e 375,,Grevenbroich,41516,DE,Germany,51.037801,6.615766,DE2000,Rhine,DEA1,DŸsseldorf,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17426,8,1906,06-05-23/9002708/0/000,RWE Power AG,RWE Power AG,Alte Heerstr. 5,,Dormagen,41540,DE,Germany,51.07913,6.829709,DE2000,Rhine,DEA1,DŸsseldorf,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17434,8,1915,06-05-30/0054298/0/000,GEW RheinEnergie AG,GEW RheinEnergie AG,Zugweg 29-31,,Kšln,50677,DE,Germany,50.917761,6.95829,DE2000,Rhine,DEA2,Cologne,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17442,8,1926,06-05-30/0203946/0/000,RWE Power AG,RWE Power AG Energiedienstleistungs Kraftwerk Goldenberg,Goldenbergstr. 2,,HŸrth,50354,DE,Germany,50.862201,6.844201,DE2000,Rhine,DEA2,Cologne,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17449,8,1933,06-05-30/0290470/0/000,Ruhrgas AG,Met GmbH,Poststr. 147,,Kšln,51143,DE,Germany,50.870536,7.070404,DE2000,Rhine,DEA2,Cologne,UNKNOWN,N/A,,,NACE_1.1:40.20,Manufacture of gas; distribution of gaseous fuels through mains,Manufacture of gas; distribution of gaseous fuels through mains,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17450,8,1934,06-05-30/0326774/0/000,RWE Power AG,RWE Power AG,Werkstr. 0,,Bergheim,50129,DE,Germany,50.992277,6.668831,DE2000,Rhine,DEA2,Cologne,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17452,8,1937,06-05-30/0370387/0/000,GEW Werke Kšln AG,GEW RheinEnergie AG,Am Molenkopf 3,,Kšln,50735,DE,Germany,50.974684,6.98808,DE2000,Rhine,DEA2,Cologne,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17454,8,1939,06-05-30/0415786/0/000,Pfeifer & Langen,Pfeifer & Langen,DŸrener Str. 40-60,,Elsdorf,50189,DE,Germany,50.932429,6.562991,DE2000,Rhine,DEA2,Cologne,UNKNOWN,N/A,,,NACE_1.1:15.83,Manufacture of sugar,Manufacture of sugar,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17460,8,1946,06-05-30/0923949/0/000,GEW RheinEnergie AG,GEW RheinEnergie AG,Merkenicher Hauptstr. 2,,Kšln,50769,DE,Germany,51.019021,6.964168,DE2000,Rhine,DEA2,Cologne,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17496,8,1988,06-05-32/0877384/0/000,RWE Power AG,RWE Power AG,Zum Hagelkreuz 20,,Eschweiler,52249,DE,Germany,50.838054,6.313576,DE7000,Meuse,DEA2,Cologne,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17507,8,2004,06-05-42/0021170/0/000,RWE Power AG,RWE Power AG,Wohlfahrtstr. 110,,Bochum,44799,DE,Germany,51.451656,7.219466,DE2000,Rhine,DEA5,Arnsberg,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17511,8,2010,06-05-42/0045033/0/000,Mark-E Aktiengesellschaft,"Mark-E Aktiengesellschaft, Kraftwerk Werdohl-Elverlingsen",An der Bundesstra§e 236,,Werdohl,58791,DE,Germany,51.276727,7.705292,DE2000,Rhine,DEA5,Arnsberg,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17513,8,2012,06-05-42/0045459/0/000,Adam Opel AG,"Opel AG, Adam, Werk 2",Hauptstr. 63,,Bochum,44782,DE,Germany,51.485432,7.336839,DE2000,Rhine,DEA5,Arnsberg,UNKNOWN,N/A,,,NACE_1.1:34.10,Manufacture of motor vehicles,Manufacture of motor vehicles,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17517,8,2016,06-05-42/0080266/0/000,Mark-E Aktiengesellschaft,HKW Hagen-Kabel,Hohensyburgstr. 23,,Hagen,58099,DE,Germany,51.411501,7.491601,DE2000,Rhine,DEA5,Arnsberg,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17528,8,2031,06-05-42/0271161/0/000,E.ON Kraftwerke GmbH,"E.ON Kraftwerke GmbH, Kraftwerk Shamrock",Kastanienallee 1,,Herne,44652,DE,Germany,51.528037,7.177699,DE2000,Rhine,DEA5,Arnsberg,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17529,8,2032,06-05-42/0320357/0/000,E.ON Kraftwerke GmbH,"E.ON Kraftwerke GmbH, Kraftwerk Knepper",Langenacker 0,,Dortmund,44357,DE,Germany,51.568437,7.349081,DE2000,Rhine,DEA3,MŸnster,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17531,8,2034,06-05-42/0327252/0/000,STEAG AG,"STEAG AG, HKW Herne",Hertener Str. 16,,Herne,44653,DE,Germany,51.550724,7.187541,DE2000,Rhine,DEA5,Arnsberg,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17559,8,2069,06-05-44/0079017/0/000,RWE Power AG,RWE Power AG Kraftwerk Westfalen,Siegenbeckstrasse 10,,Hamm,59071,DE,Germany,51.680089,7.970114,DE2000,Rhine,DEA5,Arnsberg,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17560,8,2072,06-05-44/0205103/0/000,STEAG und RWE Power GKW Bergkamen GeschŠftsstelle STEAG AG,STEAG und RWE Power GKW Bergkamen A oHG,Westenhellweg 110,,Bergkamen,59192,DE,Germany,51.638147,7.614106,DE2000,Rhine,DEA5,Arnsberg,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17561,8,2074,06-05-44/0220187/0/000,Ruhrgas AG,Ruhrgas AG,Steinbahn 2,,Werne,59368,DE,Germany,51.681341,7.581282,DE2000,Rhine,DEA5,Arnsberg,UNKNOWN,N/A,,,NACE_1.1:40.20,Manufacture of gas; distribution of gaseous fuels through mains,Manufacture of gas; distribution of gaseous fuels through mains,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17567,8,2081,06-05-44/0364506/0/000,RWE Power AG,RWE Power AG KW Gersteinwerk,Hammer Strasse 2,,Werne,59368,DE,Germany,51.673534,7.71525,DE2000,Rhine,DEA5,Arnsberg,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17569,8,2084,06-05-44/0865327/0/000,RWE Power AG,VEW-Harpen Kraftwerk Werne oHG,Hammer Strasse 2,,Werne,59368,DE,Germany,51.673592,7.720598,DE2000,Rhine,DEA5,Arnsberg,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17571,8,2086,06-05-44/0884101/0/000,STEAG AG GeschŠftsbereich USG,STEAG AG KW LŸnen,Moltkestrasse 215,,LŸnen,44536,DE,Germany,51.614123,7.481244,DE2000,Rhine,DEA5,Arnsberg,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17573,8,2088,06-05-44/9103527/0/000,REMONDIS Production GmbH,REMONDIS Production GmbH,Brunnenstra§e 38,,LŸnen,44536,DE,Germany,51.623401,7.466301,DE2000,Rhine,DEA5,Arnsberg,UNKNOWN,N/A,,,NACE_1.1:40.00,"Electricity, gas, steam and hot water supply","Electricity, gas, steam and hot water supply",Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17575,8,2092,06-05-51/0020290/0/000,Stadtwerke Bielefeld GmbH,Stadtwerke Bielefeld GmbH,Schildescher Str. 16,,Bielefeld,33611,DE,Germany,52.034365,8.540762,DE4000,Weser,DEA4,Detmold,UNKNOWN,N/A,,,NACE_1.1:40.30,Steam and hot water supply,Steam and hot water supply,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17580,8,2098,06-05-51/0086227/0/000,KRONOSPAN GmbH,KRONOSPAN GmbH,Leopoldstaler Str. 195,,Steinheim,32839,DE,Germany,51.829298,8.975885,DE4000,Weser,DEA4,Detmold,UNKNOWN,N/A,,,NACE_1.1:20.20,Manufacture of veneer sheets and of plywood and other panels & boards,Manufacture of veneer sheets and of plywood and other panels & boards,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17582,8,2103,06-05-51/0128330/0/000,Pfleiderer Holzwerkstoffe GmbH & Co. KG,Pfleiderer Holzwerkstoffe GmbH & Co. KG (Werk 2),Stadtring Nordhorn 61,,GŸtersloh,33332,DE,Germany,51.914858,8.398725,DE3000,Ems,DEA4,Detmold,UNKNOWN,N/A,,,NACE_1.1:20.20,Manufacture of veneer sheets and of plywood and other panels & boards,Manufacture of veneer sheets and of plywood and other panels & boards,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17588,8,2112,06-05-51/9073419/0/000,Mohn Media Energy GmbH,Mohn Media Energy GmbH,Carl-Bertelsmann-Str. 161 M,,GŸtersloh,33332,DE,Germany,51.916722,8.411926,DE3000,Ems,DEA4,Detmold,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17589,8,2113,06-05-52/0001580/0/000,"Hornitex Werke, Gebr. KŸnnemeyer GmbH & Co. KG","Hornitex Werke, Gebr. KŸnnemeyer GmbH & Co. KG",Bahnhofstr. 57,,Horn-Bad Meinberg,32805,DE,Germany,51.883353,8.955001,DE4000,Weser,DEA4,Detmold,UNKNOWN,N/A,,,NACE_1.1:20.20,Manufacture of veneer sheets and of plywood and other panels & boards,Manufacture of veneer sheets and of plywood and other panels & boards,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17593,8,2118,06-05-52/0090319/0/000,Gemeinschaftskraftwerk Veltheim GmbH,Gemeinschaftskraftwerk Veltheim GmbH,Mšllberger Str. 387,,Porta Westfalica,32457,DE,Germany,52.189585,8.933143,DE4000,Weser,DEA4,Detmold,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17594,8,2119,06-05-52/0105516/0/000,Preu§en-Elektra AG,"E.ON Kraftwerke GmbH, KGM Kraftwerk Heyden",Kraftwerksiedlung 0,,Petershagen,32469,DE,Germany,52.381601,8.998649,DE4000,Weser,DEA4,Detmold,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17615,8,2144,06-05-60/0210853/0/000,WestfŠlische Wilhelms UniversitŠt,WestfŠlische Wilhelms UniversitŠt Heizkraftwerk,Orleansring 20,,MŸnster,48149,DE,Germany,51.9658,7.602149,DE3000,Ems,DEA3,MŸnster,UNKNOWN,N/A,,,NACE_1.1:85.11,Hospital activities,Hospital activities,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17616,8,2146,06-05-60/0221194/0/000,Stadtwerke MŸnster GmbH,Stadtwerke MŸnster GmbH,Am Mittelhafen 11,,MŸnster,48155,DE,Germany,51.949898,7.640374,DE3000,Ems,DEA3,MŸnster,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17622,8,2153,06-05-60/0338944/0/000,RWE Power AG,"RWE Power AG Kraftwerk IbbenbŸren, Block B",Schwarzer Weg 0,,IbbenbŸren,49479,DE,Germany,52.285326,7.738668,DE3000,Ems,DEA3,MŸnster,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17650,8,2185,06-05-62/0342658/0/000,E.ON Kraftwerke GmbH,"E.ON Kraftwerke GmbH, Kraftwerk Scholven",GlŸckaufstr. 56,,Gelsenkirchen,45896,DE,Germany,51.597857,7.008193,DE2000,Rhine,DEA3,MŸnster,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17651,8,2186,06-05-62/0342713/0/000,E.ON Kraftwerke GmbH,"E.ON Kraftwerke GmbH, Kraftwerk Datteln",In den Erlen 0,,Datteln,45711,DE,Germany,51.629435,7.330845,DE2000,Rhine,DEA3,MŸnster,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17665,8,2205,06-05-71/4101019/0/000,Preussag Anthrazit GmbH,DSK Anthrazit IbbenbŸren GmbH,Schacht IbbenbŸren 0,,IbbenbŸren,49477,DE,Germany,52.287032,7.741038,DE3000,Ems,DEA3,MŸnster,UNKNOWN,N/A,,,NACE_1.1:10.10,Mining and agglomeration of hard coal,Mining and agglomeration of hard coal,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17667,8,2207,06-05-77/4114107/0/000,E.ON Ruhrgas AG - Erdgas- Speicheranlage-Epe,E.ON Ruhrgas AG - Erdgas- Speicheranlage-Epe,Amtsvenn 5,,Gronau,48599,DE,Germany,52.16196,7.003363,DE2000,Rhine,DEA3,MŸnster,UNKNOWN,N/A,,,NACE_1.1:40.20,Manufacture of gas; distribution of gaseous fuels through mains,Manufacture of gas; distribution of gaseous fuels through mains,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17668,8,2208,06-05-82/0197010/0/000,RWE Power AG,RWE Power AG Fabrik Ville/Berrenrath,Villenstr. 0,,HŸrth-Knapsack,50354,DE,Germany,50.867147,6.83608,DE2000,Rhine,DEA2,Cologne,UNKNOWN,N/A,,,NACE_1.1:10.20,Mining and agglomeration of lignite,Mining and agglomeration of lignite,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17669,8,2209,06-05-82/0197043/0/000,Fabrik Fortuna Nord,Fabrik Fortuna Nord,Auenheimer Str. 0,,Bergheim,50129,DE,Germany,50.989385,6.655573,DE2000,Rhine,DEA2,Cologne,UNKNOWN,N/A,,,NACE_1.1:10.20,Mining and agglomeration of lignite,Mining and agglomeration of lignite,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17670,8,2210,06-05-82/0197054/0/000,RWE POWER AG,Fabrik Frechen,Ludwigstr. 0,,Frechen,50226,DE,Germany,50.894249,6.791082,DE2000,Rhine,DEA2,Cologne,UNKNOWN,N/A,,,NACE_1.1:10.20,Mining and agglomeration of lignite,Mining and agglomeration of lignite,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17687,8,2242,06-06-00007060433,KEO Kraftwerke Mainz-Wiesbaden AG,KEO Kraftwerke Mainz-Wiesbaden AG,Mainzer Str. -,,RŸsselsheim - WerksgelŠnde Opel AG Heizwerk,65428,DE,Germany,49.994324,8.395791,DE2000,Rhine,DE71,Darmstadt,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17694,8,2252,06-06-00059010413,Energieversorgung Offenbach AG (EVO),"EVO-Heizkraftwerk, Offenbach",AndrŽstra§e 71,,Offenbach a. M.,63067,DE,Germany,50.111463,8.74781,DE2000,Rhine,DE71,Darmstadt,UNKNOWN,N/A,,,NACE_1.1:40.30,Steam and hot water supply,Steam and hot water supply,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17702,8,2267,06-06-00176010435,E.ON Kraftwerke GmbH,E.ON Kraftwerk Staudinger,Hanauer Landstra§e 150,,Gro§krotzenburg,63538,DE,Germany,50.08747,8.952909,DE2000,Rhine,DE71,Darmstadt,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17718,8,2293,06-06-00453010412,Infraserv GmbH & Co. Hšchst KG,"InfraServ GmbH, IPH",Industriepark Hšchst -,,Frankfurt - Hšchst,65926,DE,Germany,50.09186,8.531643,DE2000,Rhine,DE71,Darmstadt,UNKNOWN,N/A,,,NACE_1.1:24.00,"Manufacture of chemicals, and chemical products","Manufacture of chemicals, and chemical products",Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17724,8,2301,06-06-00464010412,Mainova AG,"Mainova, HKW West",Gutleutstr. 231,,Frankfurt am Main - Gutleutviertel,60327,DE,Germany,50.098802,8.655659,DE2000,Rhine,DE71,Darmstadt,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17725,8,2303,06-06-00464020412,Mainova AG,"Mainova, HKW Niederrad",Lyoner Str. 8,,Frankfurt am Main - Niederrad,60528,DE,Germany,50.085707,8.627836,DE2000,Rhine,DE71,Darmstadt,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17734,8,2319,06-06-14600010611,Kasseler FernwŠrme GmbH,Kasseler FernwŠrme GmbHStandort Kraftwerk Kassel,DennhŠuser Str. 122,,"Kassel, Stadt - Niederzwehren 811",34134,DE,Germany,51.277948,9.484399,DE4000,Weser,DE73,Kassel,UNKNOWN,N/A,,,NACE_1.1:40.30,Steam and hot water supply,Steam and hot water supply,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
17743,8,2334,06-06-50940010414,InfraServ GmbH & Co Wiesbaden KG,InfraServ (Kalle-Albert),Rheingaustra§e 190-196,,Wiesbaden - Biebrich,65203,DE,Germany,50.034912,8.248554,DE2000,Rhine,DE71,Darmstadt,UNKNOWN,N/A,,,NACE_1.1:70.32,Management of real estate on a fee or contract basis,Management of real estate on a fee or contract basis,Not transferred from EPER,,,,,DE,Germany,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
